S/N,EMPLOYER CODE,OLD EMPLOYER CODE,REGISTRATION,NAME,SECTOR
"5,104",PR0002008288, ,2008449,EL - SOLIS AUTOMOBILES SERVICES,Automobile and Tyre
"5,105",PR0001281034, ,1281034,EL-SONIS & AUTONIS NIGERIA LTD,Automobile and Tyre
"5,106",PR0000049125, ,1672890,ELDOV TRANSATLANTIC AUTOS LIMITED,Automobile and Tyre
"5,107",PR0000646889, ,RA646889,ELEMENT AUTOMOBILE AND TRANSPORT LIMITED,Automobile and Tyre
"5,108",PR0002007618, ,2004388,ELI MOTORS NIGERIA,Automobile and Tyre
"5,109",PR0002009914, ,9914,ELIAS MOTORS ENTERPRISES,Automobile and Tyre
"5,110",PR0000391773, ,RA391773,ELIM MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,111",PR0000650300, ,RA650300,ELITE CARZ & AUTO DIAGNOSTICS LIMITED,Automobile and Tyre
"5,112",PR0000831029, ,831029,ELITE GRACE AND AUTOMOBILES LIMITED,Automobile and Tyre
"5,113",PR0000063903, ,1501414,ELIZADE JAC AUTOLAND LIMITED,Automobile and Tyre
"5,114",PR0002010197, ,2002632,ELOSON AUTO COMPANY,Automobile and Tyre
"5,115",PR0000653523, ,RA653523,ELROSEANDRIA AUTOMOBILE & INVESTMENT LIMITED,Automobile and Tyre
"5,116",PR0000619736, ,619736,EMBASSY MILLENIUM AUTO PARTS COMPANY LIMITED,Automobile and Tyre
"5,117",PR0000051747, ,RA051747,EMEKEKWE AUTOMOBILE & INDUSTRIAL CHEMICALS LTD,Automobile and Tyre
"5,118",PR0000094736, ,RA094736,EMEL AUTOMOBILES NIGERIA LIMITED,Automobile and Tyre
"5,119",PR0002001889, ,2009771,EMENIYKE AUTO ROVERS,Automobile and Tyre
"5,120",PR0000025293, ,1295011,EMMA AUTO AND MULTI-SERVICES COMPANY LTD,Automobile and Tyre
"5,121",PR0001560845, ,1560845,EMMA-ITOHAN MOTORS NIG. LTD,Automobile and Tyre
"5,122",PR0000601685, ,601685,EMMACHUKS AUTO LIMITED,Automobile and Tyre
"5,123",PR0000605410, ,RA605410,EMMANUEL MOTOR WORLD LIMITED,Automobile and Tyre
"5,124",PR0000751038, ,751038,EMMANUELA AUTO MOTORS LIMITED,Automobile and Tyre
"5,125",PR0000073745, ,RA073745,EMMAZOR MOTORS NIGERIA LTD,Automobile and Tyre
"5,126",PR0000506459, ,506459,EMMIC MOTORS LIMITED,Automobile and Tyre
"5,127",PR0000508718, ,RA508718,EMMY KELLUS AUTOMOBILE LIMITED,Automobile and Tyre
"5,128",PR0000653574, ,653574,EMMY KIND AUTO SALES NIGERIA LIMITED,Automobile and Tyre
"5,129",PR0000509174, ,509174,EMMYOB AUTOMOTIVE INVESTMENT LIMITED,Automobile and Tyre
"5,130",PR0000630506, ,RA630506,EMVANS & CHRISDARL AUTO-CONCEPT NIGERIA LIMITED,Automobile and Tyre
"5,131",PR0002009258, ,9258,ENDURANCE MECHANICAL SERVICES,Automobile and Tyre
"5,132",PR0000065118, ,RA065118,ENJOI MOTORS LTD,Automobile and Tyre
"5,133",PR0000633075, ,RA633075,ENRICH AUTO LINKS LIMITED,Automobile and Tyre
"5,134",PR0000020909, ,RA020909,ENYI MOTOR LTD,Automobile and Tyre
"5,135",PR0000501946, ,RA501946,EOF INTEGRATED AUTOMOBILE NIGERIA LIMITED,Automobile and Tyre
"5,136",PR0000011277, ,11277,EQUIPMENT & SPARE PART DISTRIBUTION LIMITED,Automobile and Tyre
"5,137",PR0000019390, ,RA019390,ERUOBODO MOTORS NIGERIA LTD,Automobile and Tyre
"5,138",PR0000763480, ,763480,ESANDTEE MOTORS LIMITED,Automobile and Tyre
"5,139",PR0001264131, ,1264131,ESIDES AUTO CARE LTD,Automobile and Tyre
"5,140",PR0000020261, ,RA020261,ETUK MOTORS TECHNICAL COMPANY LIMITED,Automobile and Tyre
"5,141",PR0000202076, ,RA202076,EUGINCO MOTORS LTD,Automobile and Tyre
"5,142",PR0000632537, ,RA632537,EVOLUTION AUTOMOBILE NIGERIA LIMITED,Automobile and Tyre
"5,143",PR0000622926, ,RA622926,EXECUTIVE MOTORS LIMITED,Automobile and Tyre
"5,144",PR0000009445, ,RA009445,EXECUTIVE MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,145",PR0000649873, ,RA649873,EXOTIC SLEEK AUTOSISTEMS LIMITED,Automobile and Tyre
"5,146",PR0000618113, ,RA618113,EXPEDIO MOTORS LIMITED,Automobile and Tyre
"5,147",PR0000019878, ,RA019878,EYI OWU KAWI MOTORS CO. LTD,Automobile and Tyre
"5,148",PR0000112181, ,RA112181,EYU BROS AUTO NIG. LTD,Automobile and Tyre
"5,149",PR0002007795, ,15312,EZEKIEL ISA MOTORS,Automobile and Tyre
"5,150",PR0000075785, ,RA075785,EZMART MOTORS NIG. LTD,Automobile and Tyre
"5,151",PR0000629249, ,RA629249,F K S MOTORS LIMITED,Automobile and Tyre
"5,152",PR0000509208, ,509208,F. P MOTORS LIMITED,Automobile and Tyre
"5,153",PR0000031588, ,1473102,F.T. AUTOMOBILE LTD,Automobile and Tyre
"5,154",PR0000033180, ,RA033180,FABIYI AUTO SUPPLY CO. (NIG.)LTD,Automobile and Tyre
"5,155",PR0000904245, ,356910,FAGWALAWA MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,156",PR0001235707, ,1235707,FAHRENHEIT MOTORS LIMITED,Automobile and Tyre
"5,157",PR0000388438, ,RA388438,FAITH MOTORS LTD,Automobile and Tyre
"5,158",PR0000607166, ,607166,FALUMS MOTORS LIMITED,Automobile and Tyre
"5,159",PR0000623074, ,RA623074,FANOCH MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,160",PR0000657035, ,RA657035,FANZAG MOTORCYCLES LIMITED,Automobile and Tyre
"5,161",PR0000076644, ,RA076644,FAO MOTORS NIG. LIMITED,Automobile and Tyre
"5,162",PR0001537243, ,1537243,FAROUQ AUTOS LIMITED,Automobile and Tyre
"5,163",PR0000038656, ,1280217,FARUKU AJALA MOTORS NIG LTD,Automobile and Tyre
"5,164",PR0000022788, ,22788,FAS MOTOR,Automobile and Tyre
"5,165",PR0000648228, ,RA648228,FASH AUTOMOBILE WORLD NIGERIA LIMITED,Automobile and Tyre
"5,166",PR0000013845, ,RA013845,FASHEUN MOTORS NIG.LTD,Automobile and Tyre
"5,167",PR0000622849, ,622849,FAT WHEELS LIMITED,Automobile and Tyre
"5,168",PR0000629080, ,RA629080,FATAI OLANREWAJU MOTORS LIMITED,Automobile and Tyre
"5,169",PR0000501770, ,501770,FATAI UNITED AUTO SUPPLY NIGERIA LIMITED,Automobile and Tyre
"5,170",PR0000619723, ,RA619723,FAVOUR AUTOS & MERCHANTS LIMITED,Automobile and Tyre
"5,171",PR0000605512, ,605512,FAVOURED AUTOMOTIVE COMPANY LTD,Automobile and Tyre
"5,172",PR0000625005, ,RA625005,FAZAK AUTO REDEMPTION LIMITED,Automobile and Tyre
"5,173",PR0000022028, ,RA022028,FED MOTORS INTERNATIONAL LIMITED,Automobile and Tyre
"5,174",PR0000644596, ,644596,FEICHI TUBE AND TYRE NIGERIA LIMITED,Automobile and Tyre
"5,175",PR0002010370, ,10370,FEM SENSATION MOTORS,Automobile and Tyre
"5,176",PR0000470514, ,SCH0001715,FEMI GENERAL MOTORS LIMITED,Automobile and Tyre
"5,177",PR0000609495, ,RA609495,FERDDYCO MOTORS TECHNICAL NIGERIA LTD,Automobile and Tyre
"5,178",PR0000624072, ,RA624072,FERGUSON MOTORS LIMITED,Automobile and Tyre
"5,179",PR0000633615, ,RA633615,FESTY MOTORS NIGERIA LTD,Automobile and Tyre
"5,180",PR0000634610, ,RA634610,FFORD-LEE AUTO COMPANY LIMITED,Automobile and Tyre
"5,181",PR0000617213, ,RA617213,FICE AUTO GLOBAL LIMITED,Automobile and Tyre
"5,182",PR0000009381, ,RA009381,FIDCON MOTORS LIMITED,Automobile and Tyre
"5,183",PR0000647190, ,RA647190,FINEZ AUTOS LIMITED,Automobile and Tyre
"5,184",PR0000017164, ,RA017164,FINO MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,185",PR0000510537, ,RA510537,FIRST CLASS AUTO CENTRE NIGERIA LIMITED,Automobile and Tyre
"5,186",PR0000606344, ,606344,FIRST CROWN-CARS LIMITED,Automobile and Tyre
"5,187",PR0000637153, ,RA637153,FIRST MOTOR INDUSTRIAL COMPANY LIMITED,Automobile and Tyre
"5,188",PR0000613913, ,RA613913,FIRST POINT AUTOMOBILE (NIGERIA) LIMITED,Automobile and Tyre
"5,189",PR0001423704, ,1423704,FIRST UNIVERSAL AUTO WORKS COMPANY LTD,Automobile and Tyre
"5,190",PR0000040861, ,1522128,FISCOVISION IMPEX LTD,Automobile and Tyre
"5,191",PR0000605307, ,RA605307,FIVE STAR MOTORS LIMITED,Automobile and Tyre
"5,192",PR0000611229, ,RA611229,FKM AUTOMOBILE TECHNOLOGY LTD,Automobile and Tyre
"5,193",PR0000600293, ,600293,FLEET MASTERS NIGERIA LIMITED,Automobile and Tyre
"5,194",PR0001230595, ,1230595,FLEET PARTNERS LEASING LTD,Automobile and Tyre
"5,195",BR0000015397,PRTEMP004444,15397,FLEPETRO RESOURCES,Automobile and Tyre
"5,196",PR0000063799, ,1835704,FLICKWHEEL LIMITED,Automobile and Tyre
"5,197",PR0001342038, ,1342038,FLOODGATE AUTOMATION & CONTROL LTD,Automobile and Tyre
"5,198",PR0000704985, ,RA704985,FLORIDE AUTOMOBILES LIMITED,Automobile and Tyre
"5,199",PR0000050293, ,RA050293,FM MOTORS NIG. LTD,Automobile and Tyre
"5,200",PR0000074123, ,RA074123,FOBIC AUTO IND. LTD,Automobile and Tyre
"5,201",PR0000615060, ,RA615060,FODIO MOTORS LIMITED,Automobile and Tyre
"5,202",PR0000016505, ,RA016505,FOLACO MOTORS LIMITED,Automobile and Tyre
"5,203",PR0000047551, ,RA047551,FOLORUNSO AKANBI MOTORS [NIG] LTD,Automobile and Tyre
"5,204",PR0000637620, ,RA637620,FOREIGN AMERICAN INTERNATIONAL MOTORS LIMITED,Automobile and Tyre
"5,205",PR0000988860, ,988860,FORMULA 1 AUTOZONE NIG LTD,Automobile and Tyre
"5,206",PR0000496409, ,496409,FORTUNA GOLD LIMITED,Automobile and Tyre
"5,207",PR0000024291, ,24291,FOUNDATION MOTOR LT.D,Automobile and Tyre
"5,208",PR0000637253, ,RA637253,FRANC TOBIYAN AUTOMOBILE LIMITED,Automobile and Tyre
"5,209",PR0000021716, ,21716,FRANCO AUTO NIG. LTD,Automobile and Tyre
"5,210",PR0000622451, ,622451,FRED WHEELS LTD,Automobile and Tyre
"5,211",PR0000656159, ,RA656159,FREDIN AUTO LINKS LIMITED,Automobile and Tyre
"5,212",PR0000299843, ,RA299843,FREDOKA MOTORS INTERNATIONAL LTD,Automobile and Tyre
"5,213",PR0000615120, ,RA615120,FREEDOM MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,214",PR0002010951, ,2009664,FREEGATES AUTO MECHANIC ENTERPRISES,Automobile and Tyre
"5,215",PR0000613392, ,RA613392,FREGA MOTORS LIMITED,Automobile and Tyre
"5,216",PR0002004734, ,4734,FREMABEL MOTORS COMPANY NIGERIA,Automobile and Tyre
"5,217",PR0000472269, ,472269,FRESHLAND AUTO (NIGERIA) LIMITED,Automobile and Tyre
"5,218",PR0000655940, ,RA655940,FRUIT OF LOVE MOTORS LIMITED,Automobile and Tyre
"5,219",PR0000729133, ,729133,FUDONS AUTOMOBILES NIG LIMITED,Automobile and Tyre
"5,220",PR0000649406, ,RA649406,G J M AUTO COMPANY LTD,Automobile and Tyre
"5,221",PR0000002179, ,RA002179,G. CAPPA (LANCIA MOTORS DISTRIBUTORS) LIMITED,Automobile and Tyre
"5,222",PR0002006086, ,2006086,G. F. C. MOBILE TECHNOLOGY SERVICES,Automobile and Tyre
"5,223",PR0000113510, ,RA113510,G. I. B. - PHA-MOTORS AND ALLIED INDUSTRIES LTD,Automobile and Tyre
"5,224",PR0000659058, ,RA659058,G. O. ODEMENAM MOTORS LIMITED,Automobile and Tyre
"5,225",PR0000066435, ,RA066435,G. U. MOTORS NIG. LTD,Automobile and Tyre
"5,226",PR0000861756, ,RA861756,G.E.O. AUTOGRAPHY INTERNATIONAL LIMITED,Automobile and Tyre
"5,227",PR0000643874, ,RA643874,GAAB MOTORS LIMITED,Automobile and Tyre
"5,228",PR0000214699, ,RA214699,GAB EMENOGU AUTO CO. LTD,Automobile and Tyre
"5,229",PR0000012132, ,RA012132,GABDION MOTORS LTD,Automobile and Tyre
"5,230",PR0000762480, ,762480,GABOL MOTORS LTD,Automobile and Tyre
"5,231",PR0000658775, ,RA658775,GABZANI MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,232",PR0000657262, ,RA657262,GABZECH AUTOMOBILE LIMITED,Automobile and Tyre
"5,233",PR0000078468, ,1160753,GAC MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,234",PR0000600384, ,RA600384,GAFO HYUNDAI MOTORS LIMITED,Automobile and Tyre
"5,235",PR0000615294, ,RA615294,GAJI MOTORS LIMITED,Automobile and Tyre
"5,236",PR0000136030, ,RA136030,GAKSONS MOTOR NIGERIA LIMITED,Automobile and Tyre
"5,237",PR0000632769, ,RA632769,GALILEE AUTOLAND COMPANY LIMITED,Automobile and Tyre
"5,238",PR0000806365, ,806365,GAMZAKI GLOBAL VENTURES LTD,Automobile and Tyre
"5,239",PR0000659443, ,RA659443,GAMZAKI MOTORS LIMITED,Automobile and Tyre
"5,240",PR0000078414, ,1889980,GARAGE MOBILITY LIMITED,Automobile and Tyre
"5,241",PR0000025705, ,RA025705,GASCO MOTORS & CO. LTD,Automobile and Tyre
"5,242",PR0000047416, ,RA047416,GATEWAY AUTOMOBILES NIGERIA LTD,Automobile and Tyre
"5,243",PR0000021120, ,RA021120,GATEWAY MOTOR INDUSTRIES LIMITED,Automobile and Tyre
"5,244",PR0000655043, ,655043,GAZZA TYRES AND TUBES LIMITED,Automobile and Tyre
"5,245",BR0000042875, ,18350,GEE-MAN & SONS ENT,Automobile and Tyre
"5,246",PR0000011485, ,RA011485,GENERAL AUTOMATIC AMUSEMENT CO. LTD,Automobile and Tyre
"5,247",PR0000011310, ,RA011310,GENERAL AUTOMOBILE COMPANY LIMITED,Automobile and Tyre
"5,248",PR0000654281, ,RA654281,GENERAL AUTOMOTIVE COMPONENTS INTERNATIONAL LTD,Automobile and Tyre
"5,249",PR0001112207, ,1112207,GENERAL INDUSTRIAL SUPPLIES AND SERVICES LIMITED,Automobile and Tyre
"5,250",PR0000025005, ,928295,GENERATION AUTO WORLD NIG. LTD,Automobile and Tyre
"5,251",PR0000611414, ,RA611414,GENIUS MOTORS LIMITED,Automobile and Tyre
"5,252",PR0000293526, ,RA293526,GERMAINE AUTO-CARE CENTRE LIMITED,Automobile and Tyre
"5,253",PR0000078169, ,1855872,GFG AUTOMOBILE LTD,Automobile and Tyre
"5,254",PR0000062901, ,RA062901,GHAIDA BROBERS MOTORS PARTS INDUSTRIES LTD,Automobile and Tyre
"5,255",PR0000512155, ,RA512155,GIANT TRUCKS AND AUTOMOBILES NIGERIA LIMITED,Automobile and Tyre
"5,256",PR0001018383, ,1018383,GIDI MOBILE LIMITED,Automobile and Tyre
"5,257",PR0000298199, ,293199,GIFT FROM ABOVE MOTORS LTD,Automobile and Tyre
"5,258",PR0000646237, ,RA646237,GILSON AUTOBIZ NIGERIA LTD,Automobile and Tyre
"5,259",PR0000158934, ,RA158934,GIN - PAUL MOTORS LTD,Automobile and Tyre
"5,260",PR0000474243, ,RA474243,GIRAGI MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,261",PR0001364234, ,1364234,GIWALITY MOTORS AND GIANT VILLA LIMITED,Automobile and Tyre
"5,262",BR0000035295, ,1123341,GLAM AUTOS LTD,Automobile and Tyre
"5,263",PR0000631817, ,631817,GLAMORONT AUTOS NIGERIA LIMITED,Automobile and Tyre
"5,264",PR0000652122, ,RA652122,GLISCERS AUTO RESOURCES INTERNATIONAL LIMITED,Automobile and Tyre
"5,265",PR0000610510, ,RA610510,GLOBAL PROLIFIC MOTORS LTD,Automobile and Tyre
"5,266",PR0000010587, ,RA010587,GLOBE AUTOMOBILE STORES LIMITED,Automobile and Tyre
"5,267",PR0000052928, ,RA052928,GLOBE MOTOR LTD,Automobile and Tyre
"5,268",PR0000061202, ,RA061202,GLOBE MOTORS HOLDINGS NIG. LTD,Automobile and Tyre
"5,269",PR0000606032, ,RA606032,GMD AUTOMOBILE AND EQUIPMENT LIMITED,Automobile and Tyre
"5,270",PR0000342297, ,342297,GO-GETTERS AUTO-CARE TECHNIK LIMITED,Automobile and Tyre
"5,271",PR0000066541, ,RA066541,GOBEN AUTO ELECTRIC INDUSTRIES LTD,Automobile and Tyre
"5,272",PR0000285440, ,RA285440,GOD IS ALL MOTOR NIG. LTD,Automobile and Tyre
"5,273",PR0000633648, ,RA633648,GOD'S HAND AUTOMOTIVE LIMITED,Automobile and Tyre
"5,274",PR0000633512, ,RA633512,GOD'S LOVE AUTO PARTS COMPANY LIMITED,Automobile and Tyre
"5,275",PR0000619461, ,RA619461,GOD'S TIME AUTO LINKS COMPANY LIMITED,Automobile and Tyre
"5,276",PR0000024031, ,24031,GODBLESS MOTOR NIGERIA,Automobile and Tyre
"5,277",PR0000087755, ,RA087755,GODDY EDOSA MOTORS COMPANY NIG LTD,Automobile and Tyre
"5,278",PR0000620874, ,RA620874,GODGRACE AUTOS LIMITED,Automobile and Tyre
"5,279",PR0000071250, ,RA071250,GODWIN-CHRIS MOTORS LIMITED,Automobile and Tyre
"5,280",PR0000624616, ,624616,GOJAPO NIGERIA LIMITED,Automobile and Tyre
"5,281",PR0000069371, ,RA069371,GOLD STAR MOTORS LTD,Automobile and Tyre
"5,282",PR0002004461, ,2001647,GOLDEN CEETTI MOTORS,Automobile and Tyre
"5,283",PR0000637729, ,RA637729,GOOD TIME AUTO COMPANY LIMITED,Automobile and Tyre
"5,284",PR0000011701, ,11701,GOOD YEAR NIG. LTD,Automobile and Tyre
"5,285",PR0000637324, ,637324,GOODNESS & MERCY CARS LIMITED,Automobile and Tyre
"5,286",PR0002003542, ,3542,GOODNESS MOTOR MECHANIC NIGERIA,Automobile and Tyre
"5,287",PR0000604570, ,604570,GOODWAY AUTOMATIVE INTERNATIONAL LTD,Automobile and Tyre
"5,288",PR0000635743, ,RA635743,GOSHEN MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,289",PR0000638388, ,RA638388,GOVIC AUTO - ALLIED INDUSTRIES LIMITED,Automobile and Tyre
"5,290",BR0002546774,PRTEMP006071,2546774,GOWHEEL AUTO NIGERIA,Automobile and Tyre
"5,291",PR0002002395, ,635773,GOZIE AUTO MOTORS NIGERIA,Automobile and Tyre
"5,292",PR0000009022, ,RA009022,GRACE FINANCE & MOTORS COMPANY LIMITED,Automobile and Tyre
"5,293",PR0000651862, ,RA651862,GRACIOUS MOTORS LIMITED,Automobile and Tyre
"5,294",PR0000510814, ,RA510814,GRAND NIKKO MOTORCYCLES COMPANY LIMITED,Automobile and Tyre
"5,295",PR0000634300, ,RA634300,GREASEPALM AUTOMOBILE IND LTD,Automobile and Tyre
"5,296",PR0000660933, ,RA660933,GREAT AUTO KRISS GLOBAL LTD,Automobile and Tyre
"5,297",PR0000504004, ,504004,GREAT BEN MOTORS LIMITED,Automobile and Tyre
"5,298",PR0000647405, ,RA647405,GREAT SUNSET NIGERIA MOTORS LIMITED,Automobile and Tyre
"5,299",PR0000052149, ,RA052149,GREATBIM MOTORS LTD,Automobile and Tyre
"5,300",PR0000503023, ,RA503023,GREEN LAND MOTORS LIMITED,Automobile and Tyre
"5,301",PR0000853231, ,853231,GREENSTONE AUTO REPAIRS LTD,Automobile and Tyre
"5,302",PR0000004697, ,4697,GREGORY'S USED CARS LIMITED,Automobile and Tyre
"5,303",PR0000013047, ,RA013047,GROUP MOTORCARE LIMITED,Automobile and Tyre
"5,304",PR0000084568, ,RA084568,GROWN AUTO PARTS INDUSTRIES LTD,Automobile and Tyre
"5,305",PR0000615854, ,615854,GT-4U SYSTEMS LIMITED,Automobile and Tyre
"5,306",PR0000051706, ,RA051706,GUNDUWAWA MOTORS CO. LTD,Automobile and Tyre
"5,307",PR0000626035, ,RA626035,H3 MOTORS AND INDUSTRIES LIMITED,Automobile and Tyre
"5,308",PR0000643854, ,RA643854,HAFSAT MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,309",PR0000020827, ,RA020827,HAJ-MOTORS COMPANY LIMITED.,Automobile and Tyre
"5,310",PR0000654654, ,RA654654,HAJIYA TITILAYO OLATUNDE MOTORS LIMITED,Automobile and Tyre
"5,311",PR0002007545, ,2017362,HAJJ 40 OGO-OLUWA MOTORS,Automobile and Tyre
"5,312",PR0000904389, ,904389,HAKIMCO AUTOMOBILES LTD,Automobile and Tyre
"5,313",PR0000648006, ,648006,HAKURI MOTORS AND BUSINESS SOLUTIONS LIMITED,Automobile and Tyre
"5,314",PR0000634697, ,RA634697,HAMABB MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,315",PR0000021382, ,RA021382,HAMADA MOTORS LIMITED,Automobile and Tyre
"5,316",PR0000612443, ,RA612443,HAMISU AND BABA MOTORS LIMITED,Automobile and Tyre
"5,317",PR0000026752, ,RA026752,HAMMED MUIBI AGARAWU HMA MOTORS LTD,Automobile and Tyre
"5,318",PR0000022905, ,RA022905,HANO MOTORS NIG. LTD,Automobile and Tyre
"5,319",PR0000004545, ,RA004545,HANSA MOTORS LTD,Automobile and Tyre
"5,320",PR0000001225, ,RA001225,HANSA NIG. TRADING & MOTOR CO.LTD,Automobile and Tyre
"5,321",PR0000653023, ,RA653023,HARD POINT AUTOMOTIVE COMPONENTS LIMITED,Automobile and Tyre
"5,322",PR0000625142, ,RA625142,HARLEM MOTORS LIMITED,Automobile and Tyre
"5,323",PR0001228774, ,1228774,HARRISEQ CAR LEASING LIMITED,Automobile and Tyre
"5,324",PR0000505599, ,RA505599,HARRY - GEE MOTORS LIMITED,Automobile and Tyre
"5,325",PR0002002834, ,2002834,HASBUNALAH MOTORS,Automobile and Tyre
"5,326",PR0002000474, ,2001041,HASS-BULLI AND SONS MOTORS,Automobile and Tyre
"5,327",PR0002002786, ,231296,HASSAN MOTORS WORKS,Automobile and Tyre
"5,328",PR0000634336, ,RA634336,HAVILAH MOTORS LIMITED,Automobile and Tyre
"5,329",PR0000643835, ,RA643835,HEAVY DUTY IRC MOTOR CYCLE TYRES LIMITED,Automobile and Tyre
"5,330",PR0000631313, ,RA631313,HENBRIDGE MOTORS LIMITED,Automobile and Tyre
"5,331",PR0000016689, ,RA016689,HENRY STEPHENS MOTORS LTD,Automobile and Tyre
"5,332",PR0000506103, ,506103,HEPHZIBAH MOTOR SPARE PARTS LIMITED,Automobile and Tyre
"5,333",PR0002000624, ,2007296,HERITAGE AUTO PARTS,Automobile and Tyre
"5,334",PR0000624419, ,624419,HERJEKA AUTO SALES NIGERIA LIMITED,Automobile and Tyre
"5,335",PR0000014539, ,RA014539,HERWA MOTORS LTD,Automobile and Tyre
"5,336",PR0000484412, ,484412,HI-TECH CONTROLS AND AUTOMATIONS LIMITED,Automobile and Tyre
"5,337",PR0000654756, ,RA654756,HIGH CLASS AUTO-MOBILES LIMITED,Automobile and Tyre
"5,338",PR0000035117, ,RA035117,HIGHLAND MOTORS LTD,Automobile and Tyre
"5,339",PR0000980865, ,980865,HIQ AUTOCENTER LIMITED,Automobile and Tyre
"5,340",PR0000658888, ,RA658888,HISENSE AUTOMOBILE LIMITED,Automobile and Tyre
"5,341",PR0001002278, ,1002278,HODGE AUTO CENTRE LTD,Automobile and Tyre
"5,342",PR0000017169, ,RA017169,HOLLOWAYS MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,343",PR0000254040, ,RA254040,HONDA VILLA AUTO NIG LTD,Automobile and Tyre
"5,344",PR0000660413, ,RA660413,HONDAVOLKS MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,345",PR0001297304, ,1297304,HONEYKAY INTERNATIONAL AUTO DEALER LTD,Automobile and Tyre
"5,346",PR0000843214, ,843214,HONEYWELL AUTOMATION AND CONTROL SOLUTIONS WEST AFRICA LIMITED,Automobile and Tyre
"5,347",PR0000066839, ,RA066839,HOPE MOTORS NIG LTD,Automobile and Tyre
"5,348",PR0001110313, ,1110313,HOUSE AND AUTO PARTS LIMITED,Automobile and Tyre
"5,349",PR0000503914, ,RA503914,HUSAK MOTORS LIMITED,Automobile and Tyre
"5,350",PR0000650366, ,RA650366,HYRA MOTORS LIMITED,Automobile and Tyre
"5,351",PR0000374728, ,2005006,HYUNDAI MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,352",PR0000607302, ,RA607302,I A C MOTORS (NIGERIA) LIMITED,Automobile and Tyre
"5,353",PR0002003074, ,3074,I. K MOTORS AND SERVICES ENTERPRISES,Automobile and Tyre
"5,354",PR0000510995, ,510995,I.C. BONNYTEX AUTO OVERSEAS AGENCY LIMITED,Automobile and Tyre
"5,355",PR0000644095, ,RA644095,I.G. ONOS AUTOMOBILE NIG LTD,Automobile and Tyre
"5,356",PR0000410406, ,RA410406,IANCO AUTOMOBILE LIMITED,Automobile and Tyre
"5,357",PR0000615964, ,RA615964,IAS INDUSTRIAL AND AUTOMOBILE SERVICES LIMITED,Automobile and Tyre
"5,358",PR0000327887, ,RA327887,IB ZURU MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,359",PR0000011206, ,RA011206,IBADAN CITY MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,360",PR0000020266, ,RA020266,IBETO MOTORS LIMITED,Automobile and Tyre
"5,361",PR0002001576, ,PRTEMP002881,IBRO AUTOMOBILE MOTORS,Automobile and Tyre
"5,362",PR0002005235, ,2001108,IBRO MOTORS COMPANY,Automobile and Tyre
"5,363",PR0002009446, ,9446,IBROLAD MOTORS COMPANY,Automobile and Tyre
"5,364",PR0000510092, ,RA510092,ICE AUTOMOBILE LIMITED,Automobile and Tyre
"5,365",PR0000631050, ,RA631050,IDEAL MOTORCYCLE COMPANY LIMITED,Automobile and Tyre
"5,366",PR0000506816, ,RA506816,IDEH MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,367",PR0001030641, ,1030641,IDERA MOTORS NIGERIA LIMITED,Automobile and Tyre
"5,368",PR0002008852, ,8852,IFEANYI AWA MOTORS,Automobile and Tyre
"5,369",PR0000018894, ,RA018894,IFEBUNANDU MOTORS LIMITED,Automobile and Tyre
"5,370",PR0000633629, ,RA633629,IFECO AUTO GLOBAL RESOURCES LIMITED,Automobile and Tyre
"5,371",PR0000069502, ,RA069502,IFEDSON INDUSTRIAL AUTO COMPANY LIMITED,Automobile and Tyre
"5,372",PR0000072433, ,RA072433,IFEMS MOTORS NIGERIA LTD,Automobile and Tyre
"5,373",PR0000600158, ,600158,IFEOLU AUTO TECHNICAL COMPANY LIMITED,Automobile and Tyre
"5,374",PR0000171380, ,RA171380,IHIOMA MOTORS LTD,Automobile and Tyre
"5,375",BR0000133692,PRTEMP004382,133692,IJE FINE MOTORS VENTURE,Automobile and Tyre
"5,376",BR0000048555, ,11362,IJESHA MOTORS,Automobile and Tyre
"5,377",PR0000016282, ,RA016282,IKA MOTORS NIGERIA COMPANY LIMITED,Automobile and Tyre
"5,378",PR0000007370, ,RA007370,IKEJA MOTOR DRIVER MECHANIC TRAINING SCHOOL LTD,Automobile and Tyre
